n,x,y,val,dP,lab,xT,yT
450,-9.608265,-3.116611,0,1130,NaN,NaN,NaN
451,-9.605407,-3.113673,0,1130,NaN,NaN,NaN
452,-9.596835,-3.101921,0,1130,NaN,NaN,NaN
453,-9.588262,-3.096045,0,1130,NaN,NaN,NaN
454,-9.588262,-3.096045,0,1130,NaN,NaN,NaN
455,-9.605407,-3.098983,0,1130,NaN,NaN,NaN
456,-9.622551,-3.101921,0,1130,NaN,NaN,NaN
457,-9.628265,-3.096045,0,1130,NaN,NaN,NaN
458,-9.619693,-3.096045,0,1130,NaN,NaN,NaN
459,-9.616836,-3.090169,0,1129,NaN,NaN,NaN
460,-9.622551,-3.081354,0,1129,NaN,NaN,NaN
461,-9.613979,-3.07254,0,1128,NaN,NaN,NaN
462,-9.599692,-3.07254,0,1128,NaN,NaN,NaN
463,-9.588262,-3.090169,0,1130,NaN,NaN,NaN
464,-9.59112,-3.110735,0,1131,NaN,NaN,NaN
465,-9.593977,-3.134238,0,1131,NaN,NaN,NaN
466,-9.60255,-3.140114,0,1130,NaN,NaN,NaN
467,-9.611122,-3.140114,0,1130,NaN,NaN,NaN
468,-9.619693,-3.1313,0,1131,NaN,NaN,NaN
469,-9.619693,-3.128362,0,1133,NaN,NaN,NaN
470,-9.616836,-3.125424,0,1133,NaN,NaN,NaN
471,-9.616836,-3.107797,0,1133,NaN,NaN,NaN
472,-9.616836,-3.084293,0,1132,NaN,NaN,NaN
473,-9.613979,-3.066664,0,1130,NaN,NaN,NaN
474,-9.613979,-3.07254,0,1130,NaN,NaN,NaN
475,-9.616836,-3.075478,0,1130,NaN,NaN,NaN
476,-9.622551,-3.087231,0,1131,NaN,NaN,NaN
477,-9.625408,-3.098983,0,1132,NaN,NaN,NaN
478,-9.628265,-3.110735,0,1133,NaN,NaN,NaN
479,-9.628265,-3.110735,0,1133,NaN,NaN,NaN
480,-9.631122,-3.107797,0,1133,NaN,NaN,NaN
481,-9.639692,-3.104859,0,1133,NaN,NaN,NaN
482,-9.645406,-3.101921,0,1132,NaN,NaN,NaN
483,-9.653975,-3.090169,0,1132,NaN,NaN,NaN
484,-9.653975,-3.078416,0,1132,NaN,NaN,NaN
485,-9.651119,-3.07254,0,1132,NaN,NaN,NaN
486,-9.645406,-3.081354,0,1132,NaN,NaN,NaN
487,-9.633978,-3.098983,0,1131,NaN,NaN,NaN
488,-9.631122,-3.110735,0,1131,NaN,NaN,NaN
489,-9.619693,-3.113673,0,1130,NaN,NaN,NaN
490,-9.613979,-3.110735,0,1129,NaN,NaN,NaN
491,-9.616836,-3.107797,0,1130,NaN,NaN,NaN
492,-9.622551,-3.107797,0,1131,NaN,NaN,NaN
493,-9.628265,-3.110735,0,1132,NaN,NaN,NaN
494,-9.625408,-3.110735,0,1131,NaN,NaN,NaN
495,-9.631122,-3.096045,0,1130,NaN,NaN,NaN
496,-9.631122,-3.084293,0,1130,NaN,NaN,NaN
497,-9.633978,-3.075478,0,1130,NaN,NaN,NaN
498,-9.633978,-3.075478,0,1131,NaN,NaN,NaN
499,-9.633978,-3.075478,0,1131,NaN,NaN,NaN
500,-9.636835,-3.078416,0,1131,NaN,NaN,NaN
501,-9.639692,-3.07254,0,1130,NaN,NaN,NaN
502,-9.639692,-3.069602,0,1129,NaN,NaN,NaN
503,-9.636835,-3.066664,0,1128,NaN,NaN,NaN
504,-9.622551,-3.063725,0,1130,NaN,NaN,NaN
505,-9.611122,-3.057849,0,1132,NaN,NaN,NaN
506,-9.613979,-3.046096,0,1133,NaN,NaN,NaN
507,-9.628265,-3.040219,0,1132,NaN,NaN,NaN
508,-9.642549,-3.051972,0,1132,NaN,NaN,NaN
509,-9.642549,-3.069602,0,1131,NaN,NaN,NaN
510,-9.636835,-3.084293,0,1132,NaN,NaN,NaN
511,-9.628265,-3.081354,0,1132,NaN,NaN,NaN
512,-9.622551,-3.075478,0,1132,NaN,NaN,NaN
513,-9.622551,-3.07254,0,1132,NaN,NaN,NaN
514,-9.625408,-3.07254,0,1132,NaN,NaN,NaN
515,-9.619693,-3.07254,0,1132,NaN,NaN,NaN
516,-9.613979,-3.075478,0,1131,NaN,NaN,NaN
517,-9.622551,-3.078416,0,1131,NaN,NaN,NaN
518,-9.633978,-3.084293,0,1131,NaN,NaN,NaN
519,-9.645406,-3.093107,0,1131,NaN,NaN,NaN
520,-9.631122,-3.098983,0,1130,NaN,NaN,NaN
521,-9.625408,-3.107797,0,1131,NaN,NaN,NaN
522,-9.616836,-3.116611,0,1132,NaN,NaN,NaN
523,-9.622551,-3.119549,0,1133,NaN,NaN,NaN
524,-9.625408,-3.116611,0,1133,NaN,NaN,NaN
525,-9.625408,-3.107797,0,1133,NaN,NaN,NaN
526,-9.622551,-3.101921,0,1131,NaN,NaN,NaN
527,-9.619693,-3.098983,0,1131,NaN,NaN,NaN
528,-9.636835,-3.096045,0,1131,NaN,NaN,NaN
529,-9.651119,-3.093107,0,1131,NaN,NaN,NaN
530,-9.645406,-3.090169,0,1132,NaN,NaN,NaN
531,-9.625408,-3.090169,0,1134,NaN,NaN,NaN
532,-9.60255,-3.096045,0,1136,NaN,NaN,NaN
533,-9.596835,-3.101921,0,1137,NaN,NaN,NaN
534,-9.613979,-3.110735,0,1139,NaN,NaN,NaN
535,-9.636835,-3.125424,0,1141,NaN,NaN,NaN
536,-9.648262,-3.137176,0,1142,NaN,NaN,NaN
537,-9.619693,-3.151865,0,1139,NaN,NaN,NaN
538,-9.593977,-3.15774,0,1135,NaN,NaN,NaN
539,-9.573973,-3.151865,0,1134,NaN,NaN,NaN
540,-9.573973,-3.140114,0,1135,NaN,NaN,NaN
541,-9.576831,-3.1313,0,1135,NaN,NaN,NaN
542,-9.579689,-3.1313,0,1134,NaN,NaN,NaN
543,-9.585405,-3.134238,0,1134,NaN,NaN,NaN
544,-9.588262,-3.134238,0,1134,NaN,NaN,NaN
545,-9.588262,-3.134238,0,1135,NaN,NaN,NaN
546,-9.585405,-3.1313,0,1134,NaN,NaN,NaN
547,-9.576831,-3.128362,0,1134,NaN,NaN,NaN
548,-9.568257,-3.128362,0,1133,NaN,NaN,NaN
549,-9.559683,-3.125424,0,1134,NaN,NaN,NaN
550,-9.562541,-3.125424,0,1135,NaN,NaN,NaN
551,-9.571115,-3.119549,0,1136,NaN,NaN,NaN
552,-9.582547,-3.113673,0,1136,NaN,NaN,NaN
553,-9.59112,-3.110735,0,1135,NaN,NaN,NaN
554,-9.599692,-3.110735,0,1135,NaN,NaN,NaN
555,-9.599692,-3.107797,0,1134,NaN,NaN,NaN
556,-9.599692,-3.107797,0,1134,NaN,NaN,NaN
557,-9.599692,-3.113673,0,1135,NaN,NaN,NaN
558,-9.60255,-3.128362,0,1136,NaN,NaN,NaN
559,-9.60255,-3.143051,0,1137,NaN,NaN,NaN
560,-9.596835,-3.154802,0,1137,NaN,NaN,NaN
561,-9.593977,-3.15774,0,1136,NaN,NaN,NaN
562,-9.588262,-3.154802,0,1135,NaN,NaN,NaN
563,-9.585405,-3.151865,0,1135,NaN,NaN,NaN
564,-9.59112,-3.15774,0,1135,NaN,NaN,NaN
565,-9.605407,-3.166553,0,1136,NaN,NaN,NaN
566,-9.599692,-3.175366,0,1136,NaN,NaN,NaN
567,-9.579689,-3.172428,0,1136,NaN,NaN,NaN
568,-9.562541,-3.169491,0,1137,NaN,NaN,NaN
569,-9.565399,-3.166553,0,1139,NaN,NaN,NaN
570,-9.559683,-3.169491,0,1141,NaN,NaN,NaN
571,-9.556825,-3.169491,0,1142,NaN,NaN,NaN
572,-9.553967,-3.178304,0,1142,NaN,NaN,NaN
573,-9.559683,-3.187116,0,1141,NaN,NaN,NaN
574,-9.565399,-3.195929,0,1139,NaN,NaN,NaN
575,-9.568257,-3.195929,0,1139,NaN,NaN,NaN
576,-9.579689,-3.216491,0,1140,NaN,NaN,NaN
577,-9.59112,-3.231177,0,1142,NaN,NaN,NaN
578,-9.588262,-3.242926,0,1144,NaN,NaN,NaN
579,-9.576831,-3.231177,0,1144,NaN,NaN,NaN
580,-9.571115,-3.222365,0,1144,NaN,NaN,NaN
581,-9.579689,-3.248801,0,1143,NaN,NaN,NaN
582,-9.582547,-3.275235,0,1143,NaN,NaN,NaN
583,-9.582547,-3.301667,0,1145,NaN,NaN,NaN
584,-9.582547,-3.295793,0,1147,NaN,NaN,NaN
585,-9.571115,-3.28992,0,1148,NaN,NaN,NaN
586,-9.556825,-3.28992,0,1147,NaN,NaN,NaN
587,-9.545392,-3.307541,0,1146,NaN,NaN,NaN
588,-9.545392,-3.325162,0,1146,NaN,NaN,NaN
589,-9.545392,-3.336908,0,1146,NaN,NaN,NaN
590,-9.542534,-3.316351,0,1146,NaN,NaN,NaN
591,-9.54825,-3.292856,0,1146,NaN,NaN,NaN
592,-9.559683,-3.278172,0,1148,NaN,NaN,NaN
593,-9.571115,-3.278172,0,1149,NaN,NaN,NaN
594,-9.576831,-3.281109,0,1150,NaN,NaN,NaN
595,-9.573973,-3.284046,0,1149,NaN,NaN,NaN
596,-9.565399,-3.278172,0,1147,NaN,NaN,NaN
597,-9.576831,-3.269361,0,1146,NaN,NaN,NaN
598,-9.59112,-3.257612,0,1146,NaN,NaN,NaN
599,-9.596835,-3.263486,0,1145,NaN,NaN,NaN
600,-9.588262,-3.272298,0,1143,NaN,NaN,NaN
601,-9.571115,-3.269361,0,1142,NaN,NaN,NaN
602,-9.565399,-3.260549,0,1142,NaN,NaN,NaN
603,-9.565399,-3.254675,0,1144,NaN,NaN,NaN
604,-9.573973,-3.242926,0,1145,NaN,NaN,NaN
605,-9.576831,-3.22824,0,1145,NaN,NaN,NaN
606,-9.573973,-3.213553,0,1145,NaN,NaN,NaN
607,-9.576831,-3.207679,0,1144,NaN,NaN,NaN
608,-9.579689,-3.204741,0,1143,NaN,NaN,NaN
609,-9.582547,-3.204741,0,1143,NaN,NaN,NaN
610,-9.582547,-3.216491,0,1142,NaN,NaN,NaN
611,-9.585405,-3.231177,0,1143,NaN,NaN,NaN
612,-9.588262,-3.22824,0,1144,NaN,NaN,NaN
613,-9.582547,-3.210616,0,1144,NaN,NaN,NaN
614,-9.576831,-3.201804,0,1145,NaN,NaN,NaN
615,-9.579689,-3.210616,0,1147,NaN,NaN,NaN
616,-9.59112,-3.219428,0,1148,NaN,NaN,NaN
617,-9.60255,-3.222365,0,1147,NaN,NaN,NaN
618,-9.605407,-3.222365,0,1145,NaN,NaN,NaN
619,-9.60255,-3.219428,0,1143,NaN,NaN,NaN
620,-9.596835,-3.216491,0,1145,NaN,NaN,NaN
621,-9.593977,-3.222365,0,1146,NaN,NaN,NaN
622,-9.588262,-3.231177,0,1148,NaN,NaN,NaN
623,-9.579689,-3.234115,0,1148,NaN,NaN,NaN
624,-9.571115,-3.225303,0,1148,NaN,NaN,NaN
625,-9.565399,-3.231177,0,1148,NaN,NaN,NaN
626,-9.565399,-3.242926,0,1148,NaN,NaN,NaN
627,-9.565399,-3.251738,0,1147,NaN,NaN,NaN
628,-9.565399,-3.248801,0,1147,NaN,NaN,NaN
629,-9.565399,-3.245864,0,1147,NaN,NaN,NaN
630,-9.565399,-3.242926,0,1147,NaN,NaN,NaN
631,-9.565399,-3.237052,0,1146,NaN,NaN,NaN
632,-9.568257,-3.237052,0,1146,NaN,NaN,NaN
633,-9.571115,-3.239989,0,1148,NaN,NaN,NaN
634,-9.565399,-3.239989,0,1149,NaN,NaN,NaN
635,-9.556825,-3.237052,0,1151,NaN,NaN,NaN
636,-9.551109,-3.237052,0,1151,NaN,NaN,NaN
637,-9.551109,-3.237052,0,1151,NaN,NaN,NaN
638,-9.551109,-3.237052,0,1151,NaN,NaN,NaN
639,-9.551109,-3.239989,0,1151,NaN,NaN,NaN
640,-9.559683,-3.237052,0,1151,NaN,NaN,NaN
641,-9.571115,-3.225303,0,1151,NaN,NaN,NaN
642,-9.579689,-3.213553,0,1151,NaN,NaN,NaN
643,-9.573973,-3.201804,0,1150,NaN,NaN,NaN
644,-9.565399,-3.195929,0,1148,NaN,NaN,NaN
645,-9.559683,-3.198866,0,1146,NaN,NaN,NaN
646,-9.553967,-3.207679,0,1144,NaN,NaN,NaN
647,-9.551109,-3.219428,0,1144,NaN,NaN,NaN
648,-9.553967,-3.234115,0,1144,NaN,NaN,NaN
649,-9.562541,-3.239989,0,1145,NaN,NaN,NaN
650,-9.571115,-3.245864,0,1145,NaN,NaN,NaN
651,-9.571115,-3.242926,0,1145,NaN,NaN,NaN
652,-9.571115,-3.239989,0,1145,NaN,NaN,NaN
653,-9.573973,-3.22824,0,1145,NaN,NaN,NaN
654,-9.571115,-3.213553,0,1145,NaN,NaN,NaN
655,-9.571115,-3.216491,0,1147,NaN,NaN,NaN
656,-9.571115,-3.22824,0,1149,NaN,NaN,NaN
657,-9.571115,-3.242926,0,1151,NaN,NaN,NaN
658,-9.562541,-3.245864,0,1152,NaN,NaN,NaN
659,-9.556825,-3.234115,0,1150,NaN,NaN,NaN
660,-9.551109,-3.222365,0,1149,NaN,NaN,NaN
661,-9.553967,-3.22824,0,1147,NaN,NaN,NaN
662,-9.553967,-3.242926,0,1147,NaN,NaN,NaN
663,-9.553967,-3.257612,0,1147,NaN,NaN,NaN
664,-9.556825,-3.254675,0,1147,NaN,NaN,NaN
665,-9.559683,-3.242926,0,1146,NaN,NaN,NaN
666,-9.565399,-3.234115,0,1147,NaN,NaN,NaN
667,-9.565399,-3.225303,0,1148,NaN,NaN,NaN
668,-9.571115,-3.22824,0,1149,NaN,NaN,NaN
669,-9.576831,-3.22824,0,1148,NaN,NaN,NaN
670,-9.576831,-3.225303,0,1147,NaN,NaN,NaN
671,-9.573973,-3.219428,0,1147,NaN,NaN,NaN
672,-9.571115,-3.213553,0,1146,NaN,NaN,NaN
673,-9.559683,-3.204741,0,1146,NaN,NaN,NaN
674,-9.545392,-3.198866,0,1146,NaN,NaN,NaN
675,-9.539675,-3.195929,0,1145,NaN,NaN,NaN
676,-9.545392,-3.198866,0,1145,NaN,NaN,NaN
677,-9.553967,-3.207679,0,1145,NaN,NaN,NaN
678,-9.562541,-3.213553,0,1145,NaN,NaN,NaN
679,-9.571115,-3.219428,0,1145,NaN,NaN,NaN
680,-9.582547,-3.231177,0,1146,NaN,NaN,NaN
681,-9.562541,-3.248801,0,1146,NaN,NaN,NaN
682,-9.539675,-3.263486,0,1146,NaN,NaN,NaN
683,-9.516806,-3.260549,0,1145,NaN,NaN,NaN
684,-9.516806,-3.272298,0,1145,NaN,NaN,NaN
685,-9.519665,-3.28992,0,1145,NaN,NaN,NaN
686,-9.528241,-3.284046,0,1146,NaN,NaN,NaN
687,-9.545392,-3.260549,0,1145,NaN,NaN,NaN
688,-9.553967,-3.239989,0,1144,NaN,NaN,NaN
689,-9.562541,-3.245864,0,1142,NaN,NaN,NaN
690,-9.565399,-3.248801,0,1142,NaN,NaN,NaN
691,-9.565399,-3.245864,0,1141,NaN,NaN,NaN
692,-9.565399,-3.239989,0,1140,NaN,NaN,NaN
693,-9.565399,-3.234115,0,1139,NaN,NaN,NaN
694,-9.565399,-3.234115,0,1137,NaN,NaN,NaN
695,-9.565399,-3.237052,0,1138,NaN,NaN,NaN
696,-9.568257,-3.242926,0,1139,NaN,NaN,NaN
697,-9.565399,-3.248801,0,1140,NaN,NaN,NaN
698,-9.565399,-3.245864,0,1140,NaN,NaN,NaN
699,-9.562541,-3.245864,0,1139,NaN,NaN,NaN
700,-9.562541,-3.242926,0,1138,NaN,NaN,NaN
701,-9.562541,-3.245864,0,1137,NaN,NaN,NaN
702,-9.565399,-3.242926,0,1136,NaN,NaN,NaN
703,-9.565399,-3.242926,0,1136,NaN,NaN,NaN
704,-9.571115,-3.242926,0,1136,NaN,NaN,NaN
705,-9.573973,-3.242926,0,1136,NaN,NaN,NaN
706,-9.582547,-3.242926,0,1136,NaN,NaN,NaN
707,-9.588262,-3.242926,0,1136,NaN,NaN,NaN
708,-9.576831,-3.239989,0,1134,NaN,NaN,NaN
709,-9.562541,-3.237052,0,1133,NaN,NaN,NaN
710,-9.54825,-3.237052,0,1132,NaN,NaN,NaN
711,-9.559683,-3.237052,0,1133,NaN,NaN,NaN
712,-9.571115,-3.237052,0,1132,NaN,NaN,NaN
713,-9.579689,-3.237052,0,1130,NaN,NaN,NaN
714,-9.573973,-3.242926,0,1129,NaN,NaN,NaN
715,-9.545392,-3.248801,0,1128,NaN,NaN,NaN
716,-9.516806,-3.22824,0,1127,NaN,NaN,NaN
717,-9.488215,-3.204741,0,1126,NaN,NaN,NaN
718,-9.433879,-3.184179,0,1126,NaN,NaN,NaN
719,-9.333742,-3.190054,0,1128,NaN,NaN,NaN
720,-9.170538,-3.201804,0,1127,NaN,NaN,NaN
721,-8.961304,-3.195929,0,1125,NaN,NaN,NaN
722,-8.73173,-3.192991,0,1122,NaN,NaN,NaN
723,-8.461619,-3.198866,0,1122,NaN,NaN,NaN
724,-8.196888,-3.219428,0,1122,NaN,NaN,NaN
725,-7.891434,-3.286983,0,1122,NaN,NaN,NaN
726,-7.565312,-3.348655,0,1123,NaN,NaN,NaN
727,-7.195304,-3.413255,0,1123,NaN,NaN,NaN
728,-6.833384,-3.498397,0,1123,NaN,NaN,NaN
729,-6.502834,-3.592329,0,1123,NaN,NaN,NaN
730,-6.215424,-3.709717,0,1121,NaN,NaN,NaN
731,-5.959683,-3.756663,0,1117,NaN,NaN,NaN
732,-5.703705,-3.806538,0,1114,NaN,NaN,NaN
733,-5.476623,-3.835874,0,1113,NaN,NaN,NaN
734,-5.223136,-3.882806,0,1113,NaN,NaN,NaN
735,-4.99278,-3.920935,0,1114,NaN,NaN,NaN
736,-4.765181,-3.950263,0,1114,NaN,NaN,NaN
737,-4.549115,-3.956128,0,1114,NaN,NaN,NaN
738,-4.359219,-3.961993,0,1114,NaN,NaN,NaN
739,-4.160456,-3.973724,0,1114,NaN,NaN,NaN
740,-3.987919,-3.997183,0,1114,NaN,NaN,NaN
741,-3.853348,-4.017709,0,1114,NaN,NaN,NaN
742,-3.762635,-4.032369,0,1113,NaN,NaN,NaN
743,-3.671903,-4.041165,0,1111,NaN,NaN,NaN
744,-3.569441,-4.052893,0,1109,NaN,NaN,NaN
745,-3.493312,-4.070484,0,1109,NaN,NaN,NaN
746,-3.469885,-4.088075,0,1109,NaN,NaN,NaN
747,-3.469885,-4.134979,0,1110,NaN,NaN,NaN
748,-3.469885,-4.173084,0,1108,NaN,NaN,NaN
749,-3.487455,-4.208255,0,1107,NaN,NaN,NaN
750,-3.505025,-4.240492,0,1105,NaN,NaN,NaN
751,-3.546018,-4.269796,0,1103,NaN,NaN,NaN
752,-3.569441,-4.275657,0,1102,NaN,NaN,NaN
753,-3.627993,-4.255144,0,1101,NaN,NaN,NaN
754,-3.677757,-4.2317,0,1101,NaN,NaN,NaN
755,-3.727515,-4.22877,0,1100,NaN,NaN,NaN
756,-3.750929,-4.225839,0,1098,NaN,NaN,NaN
757,-3.753855,-4.196531,0,1094,NaN,NaN,NaN
758,-3.756782,-4.167222,0,1089,NaN,NaN,NaN
759,-3.742149,-4.120322,0,1085,NaN,NaN,NaN
760,-3.727515,-4.099801,0,1083,NaN,NaN,NaN
761,-3.7041,-4.07928,0,1084,NaN,NaN,NaN
762,-3.671903,-4.07928,0,1085,NaN,NaN,NaN
763,-3.64263,-4.102733,0,1085,NaN,NaN,NaN
764,-3.610429,-4.120322,0,1085,NaN,NaN,NaN
765,-3.58408,-4.140841,0,1084,NaN,NaN,NaN
766,-3.566513,-4.140841,0,1083,NaN,NaN,NaN
767,-3.566513,-4.167222,0,1083,NaN,NaN,NaN
768,-3.572369,-4.19067,0,1083,NaN,NaN,NaN
769,-3.575297,-4.211185,0,1081,NaN,NaN,NaN
770,-3.578224,-4.211185,0,1081,NaN,NaN,NaN
771,-3.572369,-4.211185,0,1082,NaN,NaN,NaN
772,-3.569441,-4.219978,0,1083,NaN,NaN,NaN
773,-3.563585,-4.225839,0,1082,NaN,NaN,NaN
774,-3.563585,-4.234631,0,1081,NaN,NaN,NaN
775,-3.55773,-4.240492,0,1079,NaN,NaN,NaN
776,-3.540162,-4.246353,0,1077,NaN,NaN,NaN
777,-3.522594,-4.252214,0,1077,NaN,NaN,NaN
778,-3.534306,-4.255144,0,1077,NaN,NaN,NaN
779,-3.55773,-4.240492,0,1078,NaN,NaN,NaN
780,-3.569441,-4.222908,0,1075,NaN,NaN,NaN
781,-3.551874,-4.208255,0,1073,NaN,NaN,NaN
782,-3.534306,-4.205324,0,1071,NaN,NaN,NaN
783,-3.52845,-4.202393,0,1071,NaN,NaN,NaN
784,-3.52845,-4.199462,0,1070,NaN,NaN,NaN
785,-3.525522,-4.196531,0,1067,NaN,NaN,NaN
786,-3.519666,-4.187739,0,1064,NaN,NaN,NaN
787,-3.513809,-4.178946,0,1061,NaN,NaN,NaN
788,-3.513809,-4.178946,0,1062,NaN,NaN,NaN
789,-3.522594,-4.181877,0,1063,NaN,NaN,NaN
790,-3.531378,-4.187739,0,1064,NaN,NaN,NaN
791,-3.54309,-4.187739,0,1065,NaN,NaN,NaN
792,-3.540162,-4.187739,0,1065,NaN,NaN,NaN
793,-3.537234,-4.199462,0,1066,NaN,NaN,NaN
794,-3.537234,-4.211185,0,1065,NaN,NaN,NaN
795,-3.540162,-4.222908,0,1063,NaN,NaN,NaN
796,-3.548946,-4.222908,0,1061,NaN,NaN,NaN
797,-3.551874,-4.240492,0,1062,NaN,NaN,NaN
798,-3.540162,-4.261005,0,1065,NaN,NaN,NaN
799,-3.522594,-4.261005,0,1064,NaN,NaN,NaN
800,-3.505025,-4.243422,0,1062,NaN,NaN,NaN
801,-3.507953,-4.217047,0,1059,NaN,NaN,NaN
802,-3.507953,-4.211185,0,1059,NaN,NaN,NaN
803,-3.505025,-4.211185,0,1058,NaN,NaN,NaN
804,-3.507953,-4.214116,0,1056,NaN,NaN,NaN
805,-3.516738,-4.217047,0,1055,NaN,NaN,NaN
806,-3.525522,-4.237561,0,1055,NaN,NaN,NaN
807,-3.522594,-4.261005,0,1054,NaN,NaN,NaN
808,-3.522594,-4.272726,0,1054,NaN,NaN,NaN
809,-3.519666,-4.261005,0,1052,NaN,NaN,NaN
810,-3.525522,-4.249283,0,1050,NaN,NaN,NaN
811,-3.52845,-4.249283,0,1048,NaN,NaN,NaN
812,-3.531378,-4.249283,0,1047,NaN,NaN,NaN
813,-3.534306,-4.237561,0,1047,NaN,NaN,NaN
814,-3.540162,-4.22877,0,1046,NaN,NaN,NaN
815,-3.525522,-4.211185,0,1043,NaN,NaN,NaN
816,-3.507953,-4.202393,0,1040,NaN,NaN,NaN
817,-3.490384,-4.208255,0,1041,NaN,NaN,NaN
818,-3.493312,-4.225839,0,1043,NaN,NaN,NaN
819,-3.49624,-4.243422,0,1041,NaN,NaN,NaN
820,-3.493312,-4.237561,0,1039,NaN,NaN,NaN
821,-3.484527,-4.234631,0,1037,NaN,NaN,NaN
822,-3.475742,-4.22877,0,1037,NaN,NaN,NaN
823,-3.466957,-4.2317,0,1038,NaN,NaN,NaN
824,-3.4611,-4.2317,0,1036,NaN,NaN,NaN
825,-3.458171,-4.225839,0,1034,NaN,NaN,NaN
826,-3.455243,-4.217047,0,1031,NaN,NaN,NaN
827,-3.458171,-4.208255,0,1030,NaN,NaN,NaN
828,-3.458171,-4.208255,0,1029,NaN,NaN,NaN
829,-3.449386,-4.208255,0,1029,NaN,NaN,NaN
830,-3.4406,-4.199462,0,1029,NaN,NaN,NaN
831,-3.431814,-4.19067,0,1029,NaN,NaN,NaN
832,-3.423028,-4.184808,0,1028,NaN,NaN,NaN
833,-3.41717,-4.181877,0,1027,NaN,NaN,NaN
834,-3.408384,-4.181877,0,1026,NaN,NaN,NaN
835,-3.408384,-4.184808,0,1025,NaN,NaN,NaN
836,-3.408384,-4.19067,0,1024,NaN,NaN,NaN
837,-3.411313,-4.205324,0,1022,NaN,NaN,NaN
838,-3.411313,-4.208255,0,1019,NaN,NaN,NaN
839,-3.411313,-4.208255,0,1017,NaN,NaN,NaN
840,-3.411313,-4.202393,0,1016,NaN,NaN,NaN
841,-3.411313,-4.199462,0,1016,NaN,NaN,NaN
842,-3.408384,-4.199462,0,1015,NaN,NaN,NaN
843,-3.408384,-4.202393,0,1014,NaN,NaN,NaN
844,-3.405455,-4.202393,0,1014,NaN,NaN,NaN
845,-3.399597,-4.205324,0,1013,NaN,NaN,NaN
846,-3.396669,-4.202393,0,1011,NaN,NaN,NaN
847,-3.399597,-4.196531,0,1008,NaN,NaN,NaN
848,-3.408384,-4.19067,0,1006,NaN,NaN,NaN
849,-3.414242,-4.184808,0,1005,NaN,NaN,NaN
850,-3.411313,-4.181877,0,1005,NaN,NaN,NaN
851,-3.405455,-4.178946,0,1005,NaN,NaN,NaN
852,-3.405455,-4.178946,0,1004,NaN,NaN,NaN
853,-3.408384,-4.178946,0,1005,NaN,NaN,NaN
854,-3.411313,-4.178946,0,1005,NaN,NaN,NaN
855,-3.408384,-4.178946,0,1005,NaN,NaN,NaN
856,-3.402526,-4.176015,0,1006,NaN,NaN,NaN
857,-3.396669,-4.170153,0,1007,NaN,NaN,NaN
858,-3.39374,-4.164291,0,1008,NaN,NaN,NaN
859,-3.387882,-4.158428,0,1007,NaN,NaN,NaN
860,-3.382024,-4.164291,0,1006,NaN,NaN,NaN
861,-3.376166,-4.167222,0,1006,NaN,NaN,NaN
862,-3.376166,-4.173084,0,1006,NaN,NaN,NaN
863,-3.376166,-4.178946,0,1007,NaN,NaN,NaN
864,-3.379095,-4.202393,0,1006,NaN,NaN,NaN
865,-3.384953,-4.225839,0,1004,NaN,NaN,NaN
866,-3.384953,-4.222908,0,1001,NaN,NaN,NaN
867,-3.384953,-4.205324,0,999,NaN,NaN,NaN
868,-3.382024,-4.181877,0,998,NaN,NaN,NaN
869,-3.384953,-4.176015,0,998,NaN,NaN,NaN
870,-3.387882,-4.170153,0,997,NaN,NaN,NaN
871,-3.390811,-4.170153,0,996,NaN,NaN,NaN
872,-3.387882,-4.167222,0,995,NaN,NaN,NaN
873,-3.384953,-4.16136,0,995,NaN,NaN,NaN
874,-3.384953,-4.158428,0,994,NaN,NaN,NaN
875,-3.382024,-4.16136,0,994,NaN,NaN,NaN
876,-3.379095,-4.176015,0,994,NaN,NaN,NaN
877,-3.373237,-4.19067,0,995,NaN,NaN,NaN
878,-3.370308,-4.199462,0,995,NaN,NaN,NaN
879,-3.370308,-4.202393,0,994,NaN,NaN,NaN
880,-3.373237,-4.208255,0,993,NaN,NaN,NaN
881,-3.379095,-4.214116,0,991,NaN,NaN,NaN
882,-3.379095,-4.202393,0,991,NaN,NaN,NaN
883,-3.376166,-4.184808,0,988,NaN,NaN,NaN
884,-3.384953,-4.170153,0,987,NaN,NaN,NaN
885,-3.396669,-4.184808,0,987,NaN,NaN,NaN
886,-3.411313,-4.202393,0,989,NaN,NaN,NaN
887,-3.411313,-4.217047,0,991,NaN,NaN,NaN
888,-3.411313,-4.217047,0,991,NaN,NaN,NaN
889,-3.411313,-4.225839,0,991,NaN,NaN,NaN
890,-3.414242,-4.243422,0,991,NaN,NaN,NaN
891,-3.411313,-4.261005,0,989,NaN,NaN,NaN
892,-3.396669,-4.246353,0,986,NaN,NaN,NaN
893,-3.382024,-4.225839,0,983,NaN,NaN,NaN
894,-3.373237,-4.2317,0,983,NaN,NaN,NaN
895,-3.370308,-4.261005,0,984,NaN,NaN,NaN
896,-3.367379,-4.287377,0,986,NaN,NaN,NaN
897,-3.358592,-4.269796,0,988,NaN,NaN,NaN
898,-3.32637,-4.249283,0,989,NaN,NaN,NaN
899,-3.27364,-4.217047,0,988,NaN,NaN,NaN
900,-3.168163,-4.202393,0,988,NaN,NaN,NaN
901,-3.080249,-4.187739,0,988,NaN,NaN,NaN
